ED_num,reported,candidate,party,votes,AD_num
ED   12,99.00%,YES,&nbsp,452,AD 27
ED   12,99.00%,NO,&nbsp,171,AD 27
ED   13,99.00%,YES,&nbsp,382,AD 27
ED   13,99.00%,NO,&nbsp,135,AD 27
ED   14,99.00%,YES,&nbsp,598,AD 27
ED   14,99.00%,NO,&nbsp,207,AD 27
ED   15,99.00%,YES,&nbsp,662,AD 27
ED   15,99.00%,NO,&nbsp,228,AD 27
ED   16,99.00%,YES,&nbsp,329,AD 27
ED   16,99.00%,NO,&nbsp,106,AD 27
ED   17,99.00%,YES,&nbsp,454,AD 27
ED   17,99.00%,NO,&nbsp,120,AD 27
ED   18,99.00%,YES,&nbsp,243,AD 27
ED   18,99.00%,NO,&nbsp,53,AD 27
ED   19,99.00%,YES,&nbsp,481,AD 27
ED   19,99.00%,NO,&nbsp,206,AD 27
ED   20,99.00%,YES,&nbsp,245,AD 27
ED   20,99.00%,NO,&nbsp,316,AD 27
ED   21,99.00%,YES,&nbsp,427,AD 27
ED   21,99.00%,NO,&nbsp,322,AD 27
ED   22,99.00%,YES,&nbsp,513,AD 27
ED   22,99.00%,NO,&nbsp,248,AD 27
ED   23,99.00%,YES,&nbsp,271,AD 27
ED   23,99.00%,NO,&nbsp,376,AD 27
ED   24,99.00%,YES,&nbsp,248,AD 27
ED   24,99.00%,NO,&nbsp,324,AD 27
ED   25,99.00%,YES,&nbsp,270,AD 27
ED   25,99.00%,NO,&nbsp,572,AD 27
ED   26,99.00%,YES,&nbsp,177,AD 27
ED   26,99.00%,NO,&nbsp,28,AD 27
ED   27,99.00%,YES,&nbsp,138,AD 27
ED   27,99.00%,NO,&nbsp,740,AD 27
ED   28,99.00%,YES,&nbsp,364,AD 27
ED   28,99.00%,NO,&nbsp,343,AD 27
ED   29,99.00%,YES,&nbsp,183,AD 27
ED   29,99.00%,NO,&nbsp,529,AD 27
ED   30,99.00%,YES,&nbsp,256,AD 27
ED   30,99.00%,NO,&nbsp,191,AD 27
ED   31,99.00%,YES,&nbsp,22,AD 27
ED   31,99.00%,NO,&nbsp,42,AD 27
ED   32,99.00%,YES,&nbsp,422,AD 27
ED   32,99.00%,NO,&nbsp,241,AD 27
ED   33,99.00%,YES,&nbsp,486,AD 27
ED   33,99.00%,NO,&nbsp,253,AD 27
ED   34,99.00%,YES,&nbsp,467,AD 27
ED   34,99.00%,NO,&nbsp,211,AD 27
ED   35,99.00%,YES,&nbsp,425,AD 27
ED   35,99.00%,NO,&nbsp,207,AD 27
ED   36,99.00%,YES,&nbsp,464,AD 27
ED   36,99.00%,NO,&nbsp,254,AD 27
ED   37,99.00%,YES,&nbsp,466,AD 27
ED   37,99.00%,NO,&nbsp,254,AD 27
ED   38,99.00%,YES,&nbsp,442,AD 27
ED   38,99.00%,NO,&nbsp,258,AD 27
ED   39,99.00%,YES,&nbsp,372,AD 27
ED   39,99.00%,NO,&nbsp,399,AD 27
ED   40,99.00%,YES,&nbsp,481,AD 27
ED   40,99.00%,NO,&nbsp,258,AD 27
ED   41,99.00%,YES,&nbsp,150,AD 27
ED   41,99.00%,NO,&nbsp,177,AD 27
ED   42,99.00%,YES,&nbsp,363,AD 27
ED   42,99.00%,NO,&nbsp,720,AD 27
ED   43,99.00%,YES,&nbsp,389,AD 27
ED   43,99.00%,NO,&nbsp,448,AD 27
ED   44,99.00%,YES,&nbsp,339,AD 27
ED   44,99.00%,NO,&nbsp,504,AD 27
ED   45,99.00%,YES,&nbsp,321,AD 27
ED   45,99.00%,NO,&nbsp,512,AD 27
ED   46,99.00%,YES,&nbsp,46,AD 27
ED   46,99.00%,NO,&nbsp,127,AD 27
ED   47,99.00%,YES,&nbsp,186,AD 27
ED   47,99.00%,NO,&nbsp,77,AD 27
ED   48,99.00%,YES,&nbsp,441,AD 27
ED   48,99.00%,NO,&nbsp,386,AD 27
ED   49,99.00%,YES,&nbsp,486,AD 27
ED   49,99.00%,NO,&nbsp,375,AD 27
ED   50,99.00%,YES,&nbsp,355,AD 27
ED   50,99.00%,NO,&nbsp,324,AD 27
ED   51,99.00%,YES,&nbsp,395,AD 27
ED   51,99.00%,NO,&nbsp,305,AD 27
ED   52,99.00%,YES,&nbsp,0,AD 27
ED   52,99.00%,NO,&nbsp,0,AD 27
ED   53,99.00%,YES,&nbsp,0,AD 27
ED   53,99.00%,NO,&nbsp,0,AD 27
ED   54,99.00%,YES,&nbsp,0,AD 27
ED   54,99.00%,NO,&nbsp,0,AD 27
ED   55,99.00%,YES,&nbsp,0,AD 27
ED   55,99.00%,NO,&nbsp,0,AD 27
ED   56,99.00%,YES,&nbsp,0,AD 27
ED   56,99.00%,NO,&nbsp,0,AD 27
ED   57,99.00%,YES,&nbsp,0,AD 27
ED   57,99.00%,NO,&nbsp,0,AD 27
ED   58,99.00%,YES,&nbsp,0,AD 27
ED   58,99.00%,NO,&nbsp,0,AD 27
ED   59,99.00%,YES,&nbsp,0,AD 27
ED   59,99.00%,NO,&nbsp,0,AD 27
ED   60,99.00%,YES,&nbsp,0,AD 27
ED   60,99.00%,NO,&nbsp,0,AD 27
ED   61,99.00%,YES,&nbsp,0,AD 27
ED   61,99.00%,NO,&nbsp,0,AD 27
ED   62,99.00%,YES,&nbsp,0,AD 27
ED   62,99.00%,NO,&nbsp,0,AD 27
ED   63,99.00%,YES,&nbsp,0,AD 27
ED   63,99.00%,NO,&nbsp,0,AD 27
ED   64,99.00%,YES,&nbsp,0,AD 27
ED   64,99.00%,NO,&nbsp,0,AD 27
ED   65,99.00%,YES,&nbsp,0,AD 27
ED   65,99.00%,NO,&nbsp,0,AD 27
ED   66,99.00%,YES,&nbsp,0,AD 27
ED   66,99.00%,NO,&nbsp,0,AD 27
ED   67,99.00%,YES,&nbsp,0,AD 27
ED   67,99.00%,NO,&nbsp,0,AD 27
ED   68,99.00%,YES,&nbsp,0,AD 27
ED   68,99.00%,NO,&nbsp,0,AD 27
Total,,YES,&nbsp,18979,AD 27
Total,,NO,&nbsp,13161,AD 27
ED    1,99.00%,YES,&nbsp,209,AD 28
ED    1,99.00%,NO,&nbsp,68,AD 28
ED    2,99.00%,YES,&nbsp,874,AD 28
ED    2,99.00%,NO,&nbsp,255,AD 28
ED    3,99.00%,YES,&nbsp,784,AD 28
ED    3,99.00%,NO,&nbsp,245,AD 28
ED    4,99.00%,YES,&nbsp,785,AD 28
ED    4,99.00%,NO,&nbsp,204,AD 28
ED    5,99.00%,YES,&nbsp,83,AD 28
ED    5,99.00%,NO,&nbsp,52,AD 28
ED    6,99.00%,YES,&nbsp,162,AD 28
ED    6,99.00%,NO,&nbsp,119,AD 28
ED    7,99.00%,YES,&nbsp,558,AD 28
ED    7,99.00%,NO,&nbsp,287,AD 28
ED    8,99.00%,YES,&nbsp,638,AD 28
ED    8,99.00%,NO,&nbsp,204,AD 28
ED    9,99.00%,YES,&nbsp,622,AD 28
ED    9,99.00%,NO,&nbsp,231,AD 28
ED   10,99.00%,YES,&nbsp,194,AD 28
ED   10,99.00%,NO,&nbsp,233,AD 28
ED   11,99.00%,YES,&nbsp,299,AD 28
ED   11,99.00%,NO,&nbsp,250,AD 28
ED   12,99.00%,YES,&nbsp,350,AD 28
ED   12,99.00%,NO,&nbsp,442,AD 28
ED   13,99.00%,YES,&nbsp,268,AD 28
ED   13,99.00%,NO,&nbsp,238,AD 28
ED   14,99.00%,YES,&nbsp,449,AD 28
ED   14,99.00%,NO,&nbsp,302,AD 28
ED   15,99.00%,YES,&nbsp,413,AD 28
ED   15,99.00%,NO,&nbsp,331,AD 28
ED   16,99.00%,YES,&nbsp,2,AD 28
ED   16,99.00%,NO,&nbsp,1,AD 28
ED   17,99.00%,YES,&nbsp,18,AD 28
ED   17,99.00%,NO,&nbsp,16,AD 28
ED   18,99.00%,YES,&nbsp,104,AD 28
ED   18,99.00%,NO,&nbsp,64,AD 28
ED   19,99.00%,YES,&nbsp,333,AD 28
ED   19,99.00%,NO,&nbsp,134,AD 28
ED   20,85.71%,YES,&nbsp,451,AD 28
ED   20,85.71%,NO,&nbsp,153,AD 28
ED   21,99.00%,YES,&nbsp,189,AD 28
ED   21,99.00%,NO,&nbsp,111,AD 28
ED   22,99.00%,YES,&nbsp,396,AD 28
ED   22,99.00%,NO,&nbsp,494,AD 28
ED   23,99.00%,YES,&nbsp,297,AD 28
ED   23,99.00%,NO,&nbsp,359,AD 28
ED   24,99.00%,YES,&nbsp,464,AD 28
ED   24,99.00%,NO,&nbsp,519,AD 28
ED   25,99.00%,YES,&nbsp,505,AD 28
ED   25,99.00%,NO,&nbsp,605,AD 28
ED   26,99.00%,YES,&nbsp,426,AD 28
ED   26,99.00%,NO,&nbsp,368,AD 28
ED   27,99.00%,YES,&nbsp,245,AD 28
ED   27,99.00%,NO,&nbsp,237,AD 28
ED   28,99.00%,YES,&nbsp,266,AD 28
ED   28,99.00%,NO,&nbsp,141,AD 28
ED   29,99.00%,YES,&nbsp,585,AD 28
ED   29,99.00%,NO,&nbsp,245,AD 28
ED   30,99.00%,YES,&nbsp,782,AD 28
ED   30,99.00%,NO,&nbsp,314,AD 28
ED   31,99.00%,YES,&nbsp,709,AD 28
ED   31,99.00%,NO,&nbsp,166,AD 28
ED   32,99.00%,YES,&nbsp,749,AD 28
ED   32,99.00%,NO,&nbsp,163,AD 28
ED   33,99.00%,YES,&nbsp,456,AD 28
ED   33,99.00%,NO,&nbsp,142,AD 28
ED   34,99.00%,YES,&nbsp,560,AD 28
ED   34,99.00%,NO,&nbsp,154,AD 28
ED   35,99.00%,YES,&nbsp,878,AD 28
ED   35,99.00%,NO,&nbsp,262,AD 28
ED   36,99.00%,YES,&nbsp,228,AD 28
ED   36,99.00%,NO,&nbsp,44,AD 28
ED   37,99.00%,YES,&nbsp,674,AD 28
ED   37,99.00%,NO,&nbsp,238,AD 28
ED   38,99.00%,YES,&nbsp,572,AD 28
ED   38,99.00%,NO,&nbsp,185,AD 28
ED   39,99.00%,YES,&nbsp,621,AD 28
ED   39,99.00%,NO,&nbsp,225,AD 28
ED   40,99.00%,YES,&nbsp,593,AD 28
ED   40,99.00%,NO,&nbsp,272,AD 28
ED   41,99.00%,YES,&nbsp,258,AD 28
ED   41,99.00%,NO,&nbsp,75,AD 28
ED   42,99.00%,YES,&nbsp,66,AD 28
ED   42,99.00%,NO,&nbsp,63,AD 28
ED   43,99.00%,YES,&nbsp,476,AD 28
ED   43,99.00%,NO,&nbsp,338,AD 28
ED   44,99.00%,YES,&nbsp,314,AD 28
ED   44,99.00%,NO,&nbsp,311,AD 28
ED   45,99.00%,YES,&nbsp,0,AD 28
ED   45,99.00%,NO,&nbsp,0,AD 28
ED   46,99.00%,YES,&nbsp,637,AD 28
ED   46,99.00%,NO,&nbsp,196,AD 28
ED   47,99.00%,YES,&nbsp,436,AD 28
ED   47,99.00%,NO,&nbsp,127,AD 28
ED   48,99.00%,YES,&nbsp,692,AD 28
ED   48,99.00%,NO,&nbsp,290,AD 28
ED   49,99.00%,YES,&nbsp,329,AD 28
ED   49,99.00%,NO,&nbsp,131,AD 28
ED   50,99.00%,YES,&nbsp,615,AD 28
ED   50,99.00%,NO,&nbsp,177,AD 28
ED   51,99.00%,YES,&nbsp,599,AD 28
ED   51,99.00%,NO,&nbsp,172,AD 28
ED   52,99.00%,YES,&nbsp,444,AD 28
ED   52,99.00%,NO,&nbsp,154,AD 28
ED   53,99.00%,YES,&nbsp,713,AD 28
ED   53,99.00%,NO,&nbsp,229,AD 28
ED   54,99.00%,YES,&nbsp,614,AD 28
ED   54,99.00%,NO,&nbsp,291,AD 28
ED   55,99.00%,YES,&nbsp,536,AD 28
ED   55,99.00%,NO,&nbsp,274,AD 28
ED   56,99.00%,YES,&nbsp,474,AD 28
ED   56,99.00%,NO,&nbsp,165,AD 28
ED   57,99.00%,YES,&nbsp,468,AD 28
ED   57,99.00%,NO,&nbsp,163,AD 28
ED   58,99.00%,YES,&nbsp,580,AD 28
ED   58,99.00%,NO,&nbsp,299,AD 28
ED   59,99.00%,YES,&nbsp,396,AD 28
ED   59,99.00%,NO,&nbsp,190,AD 28
ED   60,99.00%,YES,&nbsp,326,AD 28
ED   60,99.00%,NO,&nbsp,265,AD 28
ED   61,99.00%,YES,&nbsp,308,AD 28
ED   61,99.00%,NO,&nbsp,378,AD 28
ED   62,99.00%,YES,&nbsp,703,AD 28
ED   62,99.00%,NO,&nbsp,229,AD 28
ED   63,99.00%,YES,&nbsp,5,AD 28
ED   63,99.00%,NO,&nbsp,0,AD 28
ED   64,99.00%,YES,&nbsp,50,AD 28
ED   64,99.00%,NO,&nbsp,34,AD 28
ED   65,99.00%,YES,&nbsp,178,AD 28
ED   65,99.00%,NO,&nbsp,130,AD 28
ED   66,99.00%,YES,&nbsp,343,AD 28
ED   66,99.00%,NO,&nbsp,281,AD 28
ED   67,99.00%,YES,&nbsp,94,AD 28
ED   67,99.00%,NO,&nbsp,57,AD 28
ED   68,99.00%,YES,&nbsp,108,AD 28
ED   68,99.00%,NO,&nbsp,82,AD 28
ED   69,99.00%,YES,&nbsp,130,AD 28
ED   69,99.00%,NO,&nbsp,54,AD 28
ED   70,99.00%,YES,&nbsp,10,AD 28
ED   70,99.00%,NO,&nbsp,7,AD 28
ED   71,99.00%,YES,&nbsp,94,AD 28
ED   71,99.00%,NO,&nbsp,32,AD 28
ED   72,99.00%,YES,&nbsp,0,AD 28
ED   72,99.00%,NO,&nbsp,0,AD 28
ED   73,80.00%,YES,&nbsp,0,AD 28
ED   73,80.00%,NO,&nbsp,0,AD 28
Total,,YES,&nbsp,28787,AD 28
Total,,NO,&nbsp,14267,AD 28
ED    1,99.00%,YES,&nbsp,777,AD 29
ED    1,99.00%,NO,&nbsp,75,AD 29
ED    2,99.00%,YES,&nbsp,763,AD 29
ED    2,99.00%,NO,&nbsp,74,AD 29
ED    3,99.00%,YES,&nbsp,737,AD 29
ED    3,99.00%,NO,&nbsp,74,AD 29
ED    4,99.00%,YES,&nbsp,729,AD 29
ED    4,99.00%,NO,&nbsp,85,AD 29
ED    5,99.00%,YES,&nbsp,738,AD 29
ED    5,99.00%,NO,&nbsp,75,AD 29
ED    6,99.00%,YES,&nbsp,721,AD 29
ED    6,99.00%,NO,&nbsp,95,AD 29
ED    7,99.00%,YES,&nbsp,554,AD 29
ED    7,99.00%,NO,&nbsp,77,AD 29
ED    8,99.00%,YES,&nbsp,516,AD 29
ED    8,99.00%,NO,&nbsp,54,AD 29
ED    9,99.00%,YES,&nbsp,449,AD 29
ED    9,99.00%,NO,&nbsp,43,AD 29
ED   10,99.00%,YES,&nbsp,870,AD 29
ED   10,99.00%,NO,&nbsp,94,AD 29
ED   11,99.00%,YES,&nbsp,782,AD 29
ED   11,99.00%,NO,&nbsp,93,AD 29
ED   12,99.00%,YES,&nbsp,766,AD 29
ED   12,99.00%,NO,&nbsp,77,AD 29
ED   13,99.00%,YES,&nbsp,779,AD 29
ED   13,99.00%,NO,&nbsp,89,AD 29
ED   14,99.00%,YES,&nbsp,756,AD 29
ED   14,99.00%,NO,&nbsp,72,AD 29
ED   15,99.00%,YES,&nbsp,101,AD 29
ED   15,99.00%,NO,&nbsp,10,AD 29
ED   16,99.00%,YES,&nbsp,164,AD 29
ED   16,99.00%,NO,&nbsp,12,AD 29
ED   17,99.00%,YES,&nbsp,457,AD 29
ED   17,99.00%,NO,&nbsp,65,AD 29
ED   18,99.00%,YES,&nbsp,784,AD 29
ED   18,99.00%,NO,&nbsp,88,AD 29
ED   19,99.00%,YES,&nbsp,788,AD 29
ED   19,99.00%,NO,&nbsp,84,AD 29
ED   20,99.00%,YES,&nbsp,581,AD 29
ED   20,99.00%,NO,&nbsp,65,AD 29
ED   21,99.00%,YES,&nbsp,784,AD 29
ED   21,99.00%,NO,&nbsp,88,AD 29
ED   22,99.00%,YES,&nbsp,684,AD 29
ED   22,99.00%,NO,&nbsp,70,AD 29
ED   23,99.00%,YES,&nbsp,845,AD 29
ED   23,99.00%,NO,&nbsp,78,AD 29
ED   24,99.00%,YES,&nbsp,71,AD 29
ED   24,99.00%,NO,&nbsp,9,AD 29
ED   25,99.00%,YES,&nbsp,664,AD 29
ED   25,99.00%,NO,&nbsp,78,AD 29
ED   26,99.00%,YES,&nbsp,147,AD 29
ED   26,99.00%,NO,&nbsp,15,AD 29
ED   27,99.00%,YES,&nbsp,718,AD 29
ED   27,99.00%,NO,&nbsp,75,AD 29
ED   28,99.00%,YES,&nbsp,727,AD 29
ED   28,99.00%,NO,&nbsp,64,AD 29
ED   29,99.00%,YES,&nbsp,837,AD 29
ED   29,99.00%,NO,&nbsp,88,AD 29
ED   30,99.00%,YES,&nbsp,736,AD 29
ED   30,99.00%,NO,&nbsp,74,AD 29
ED   31,99.00%,YES,&nbsp,479,AD 29
ED   31,99.00%,NO,&nbsp,44,AD 29
ED   32,99.00%,YES,&nbsp,383,AD 29
ED   32,99.00%,NO,&nbsp,43,AD 29
ED   33,99.00%,YES,&nbsp,393,AD 29
ED   33,99.00%,NO,&nbsp,40,AD 29
ED   34,99.00%,YES,&nbsp,693,AD 29
ED   34,99.00%,NO,&nbsp,78,AD 29
ED   35,99.00%,YES,&nbsp,522,AD 29
ED   35,99.00%,NO,&nbsp,51,AD 29
ED   36,99.00%,YES,&nbsp,585,AD 29
ED   36,99.00%,NO,&nbsp,86,AD 29
ED   37,99.00%,YES,&nbsp,619,AD 29
ED   37,99.00%,NO,&nbsp,54,AD 29
ED   38,99.00%,YES,&nbsp,550,AD 29
ED   38,99.00%,NO,&nbsp,60,AD 29
ED   39,99.00%,YES,&nbsp,637,AD 29
ED   39,99.00%,NO,&nbsp,67,AD 29
ED   40,99.00%,YES,&nbsp,640,AD 29
ED   40,99.00%,NO,&nbsp,72,AD 29
ED   41,99.00%,YES,&nbsp,589,AD 29
ED   41,99.00%,NO,&nbsp,79,AD 29
ED   42,99.00%,YES,&nbsp,66,AD 29
ED   42,99.00%,NO,&nbsp,5,AD 29
ED   43,87.50%,YES,&nbsp,368,AD 29
ED   43,87.50%,NO,&nbsp,55,AD 29
ED   44,87.50%,YES,&nbsp,343,AD 29
ED   44,87.50%,NO,&nbsp,91,AD 29
ED   45,99.00%,YES,&nbsp,584,AD 29
ED   45,99.00%,NO,&nbsp,113,AD 29
ED   46,99.00%,YES,&nbsp,263,AD 29
ED   46,99.00%,NO,&nbsp,47,AD 29
ED   47,99.00%,YES,&nbsp,209,AD 29
ED   47,99.00%,NO,&nbsp,43,AD 29
ED   48,99.00%,YES,&nbsp,514,AD 29
ED   48,99.00%,NO,&nbsp,123,AD 29
ED   49,99.00%,YES,&nbsp,173,AD 29
ED   49,99.00%,NO,&nbsp,27,AD 29
ED   50,99.00%,YES,&nbsp,673,AD 29
ED   50,99.00%,NO,&nbsp,116,AD 29
ED   51,99.00%,YES,&nbsp,611,AD 29
ED   51,99.00%,NO,&nbsp,123,AD 29
ED   52,99.00%,YES,&nbsp,269,AD 29
ED   52,99.00%,NO,&nbsp,39,AD 29
ED   53,99.00%,YES,&nbsp,331,AD 29
ED   53,99.00%,NO,&nbsp,62,AD 29
ED   54,99.00%,YES,&nbsp,420,AD 29
ED   54,99.00%,NO,&nbsp,93,AD 29
ED   55,99.00%,YES,&nbsp,426,AD 29
ED   55,99.00%,NO,&nbsp,81,AD 29
ED   56,99.00%,YES,&nbsp,527,AD 29
ED   56,99.00%,NO,&nbsp,61,AD 29
ED   57,99.00%,YES,&nbsp,278,AD 29
ED   57,99.00%,NO,&nbsp,46,AD 29
ED   58,99.00%,YES,&nbsp,700,AD 29
ED   58,99.00%,NO,&nbsp,115,AD 29
ED   59,99.00%,YES,&nbsp,274,AD 29
ED   59,99.00%,NO,&nbsp,59,AD 29
ED   60,99.00%,YES,&nbsp,548,AD 29
ED   60,99.00%,NO,&nbsp,108,AD 29
ED   61,99.00%,YES,&nbsp,51,AD 29
ED   61,99.00%,NO,&nbsp,4,AD 29
ED   62,99.00%,YES,&nbsp,2,AD 29
ED   62,99.00%,NO,&nbsp,0,AD 29
ED   63,99.00%,YES,&nbsp,341,AD 29
ED   63,99.00%,NO,&nbsp,48,AD 29
ED   64,99.00%,YES,&nbsp,63,AD 29
ED   64,99.00%,NO,&nbsp,2,AD 29
ED   65,99.00%,YES,&nbsp,273,AD 29
ED   65,99.00%,NO,&nbsp,55,AD 29
Total,,YES,&nbsp,33422,AD 29
Total,,NO,&nbsp,4230,AD 29
ED    1,99.00%,YES,&nbsp,6,AD 30
ED    1,99.00%,NO,&nbsp,0,AD 30
ED    2,99.00%,YES,&nbsp,109,AD 30
ED    2,99.00%,NO,&nbsp,30,AD 30
ED    3,99.00%,YES,&nbsp,112,AD 30
ED    3,99.00%,NO,&nbsp,19,AD 30
ED    4,99.00%,YES,&nbsp,353,AD 30
ED    4,99.00%,NO,&nbsp,83,AD 30
ED    5,99.00%,YES,&nbsp,469,AD 30
ED    5,99.00%,NO,&nbsp,415,AD 30
ED    6,99.00%,YES,&nbsp,608,AD 30
ED    6,99.00%,NO,&nbsp,381,AD 30
ED    7,99.00%,YES,&nbsp,246,AD 30
ED    7,99.00%,NO,&nbsp,121,AD 30
ED    8,99.00%,YES,&nbsp,407,AD 30
ED    8,99.00%,NO,&nbsp,291,AD 30
ED    9,99.00%,YES,&nbsp,309,AD 30
ED    9,99.00%,NO,&nbsp,147,AD 30
ED   10,99.00%,YES,&nbsp,471,AD 30
ED   10,99.00%,NO,&nbsp,319,AD 30
ED   11,99.00%,YES,&nbsp,365,AD 30
ED   11,99.00%,NO,&nbsp,150,AD 30
ED   12,99.00%,YES,&nbsp,180,AD 30
ED   12,99.00%,NO,&nbsp,71,AD 30
ED   13,99.00%,YES,&nbsp,594,AD 30
ED   13,99.00%,NO,&nbsp,282,AD 30
ED   14,99.00%,YES,&nbsp,78,AD 30
ED   14,99.00%,NO,&nbsp,23,AD 30
ED   15,99.00%,YES,&nbsp,81,AD 30
ED   15,99.00%,NO,&nbsp,16,AD 30
ED   16,99.00%,YES,&nbsp,483,AD 30
ED   16,99.00%,NO,&nbsp,231,AD 30
ED   17,99.00%,YES,&nbsp,146,AD 30
ED   17,99.00%,NO,&nbsp,93,AD 30
ED   18,99.00%,YES,&nbsp,118,AD 30
ED   18,99.00%,NO,&nbsp,16,AD 30
ED   19,99.00%,YES,&nbsp,358,AD 30
ED   19,99.00%,NO,&nbsp,75,AD 30
ED   20,99.00%,YES,&nbsp,336,AD 30
ED   20,99.00%,NO,&nbsp,81,AD 30
ED   21,99.00%,YES,&nbsp,630,AD 30
ED   21,99.00%,NO,&nbsp,173,AD 30
ED   22,99.00%,YES,&nbsp,616,AD 30
ED   22,99.00%,NO,&nbsp,183,AD 30
ED   23,99.00%,YES,&nbsp,348,AD 30
ED   23,99.00%,NO,&nbsp,87,AD 30
ED   24,99.00%,YES,&nbsp,649,AD 30
ED   24,99.00%,NO,&nbsp,143,AD 30
ED   25,99.00%,YES,&nbsp,574,AD 30
ED   25,99.00%,NO,&nbsp,115,AD 30
ED   26,99.00%,YES,&nbsp,1,AD 30
ED   26,99.00%,NO,&nbsp,0,AD 30
ED   27,99.00%,YES,&nbsp,464,AD 30
ED   27,99.00%,NO,&nbsp,171,AD 30
ED   28,99.00%,YES,&nbsp,162,AD 30
ED   28,99.00%,NO,&nbsp,58,AD 30
ED   29,99.00%,YES,&nbsp,14,AD 30
ED   29,99.00%,NO,&nbsp,4,AD 30
ED   30,99.00%,YES,&nbsp,569,AD 30
ED   30,99.00%,NO,&nbsp,155,AD 30
ED   31,99.00%,YES,&nbsp,498,AD 30
ED   31,99.00%,NO,&nbsp,145,AD 30
ED   32,99.00%,YES,&nbsp,54,AD 30
ED   32,99.00%,NO,&nbsp,19,AD 30
ED   33,99.00%,YES,&nbsp,381,AD 30
ED   33,99.00%,NO,&nbsp,73,AD 30
ED   34,99.00%,YES,&nbsp,217,AD 30
ED   34,99.00%,NO,&nbsp,85,AD 30
ED   35,99.00%,YES,&nbsp,544,AD 30
ED   35,99.00%,NO,&nbsp,110,AD 30
ED   36,99.00%,YES,&nbsp,542,AD 30
ED   36,99.00%,NO,&nbsp,154,AD 30
ED   37,99.00%,YES,&nbsp,339,AD 30
ED   37,99.00%,NO,&nbsp,104,AD 30
ED   38,99.00%,YES,&nbsp,391,AD 30
ED   38,99.00%,NO,&nbsp,96,AD 30
ED   39,99.00%,YES,&nbsp,459,AD 30
ED   39,99.00%,NO,&nbsp,97,AD 30
ED   40,99.00%,YES,&nbsp,562,AD 30
ED   40,99.00%,NO,&nbsp,102,AD 30
ED   41,99.00%,YES,&nbsp,563,AD 30
ED   41,99.00%,NO,&nbsp,126,AD 30
ED   42,99.00%,YES,&nbsp,359,AD 30
ED   42,99.00%,NO,&nbsp,57,AD 30
ED   43,99.00%,YES,&nbsp,271,AD 30
ED   43,99.00%,NO,&nbsp,59,AD 30
ED   44,99.00%,YES,&nbsp,88,AD 30
ED   44,99.00%,NO,&nbsp,28,AD 30
ED   45,99.00%,YES,&nbsp,377,AD 30
ED   45,99.00%,NO,&nbsp,83,AD 30
ED   46,99.00%,YES,&nbsp,412,AD 30
ED   46,99.00%,NO,&nbsp,147,AD 30
ED   47,72.73%,YES,&nbsp,163,AD 30
ED   47,72.73%,NO,&nbsp,36,AD 30
ED   48,99.00%,YES,&nbsp,280,AD 30
ED   48,99.00%,NO,&nbsp,70,AD 30
ED   49,99.00%,YES,&nbsp,515,AD 30
ED   49,99.00%,NO,&nbsp,123,AD 30
ED   50,99.00%,YES,&nbsp,449,AD 30
ED   50,99.00%,NO,&nbsp,103,AD 30
ED   51,99.00%,YES,&nbsp,492,AD 30
ED   51,99.00%,NO,&nbsp,107,AD 30
ED   52,99.00%,YES,&nbsp,278,AD 30
ED   52,99.00%,NO,&nbsp,65,AD 30
ED   53,99.00%,YES,&nbsp,292,AD 30
ED   53,99.00%,NO,&nbsp,111,AD 30
ED   54,99.00%,YES,&nbsp,246,AD 30
ED   54,99.00%,NO,&nbsp,57,AD 30
ED   55,99.00%,YES,&nbsp,395,AD 30
ED   55,99.00%,NO,&nbsp,94,AD 30
ED   56,99.00%,YES,&nbsp,386,AD 30
ED   56,99.00%,NO,&nbsp,138,AD 30
ED   57,99.00%,YES,&nbsp,0,AD 30
ED   57,99.00%,NO,&nbsp,0,AD 30
ED   58,99.00%,YES,&nbsp,0,AD 30
ED   58,99.00%,NO,&nbsp,0,AD 30
ED   59,99.00%,YES,&nbsp,0,AD 30
ED   59,99.00%,NO,&nbsp,0,AD 30
ED   60,99.00%,YES,&nbsp,69,AD 30
ED   60,99.00%,NO,&nbsp,21,AD 30
Total,,YES,&nbsp,19478,AD 30
Total,,NO,&nbsp,6343,AD 30
ED    1,99.00%,YES,&nbsp,595,AD 31
ED    1,99.00%,NO,&nbsp,85,AD 31
ED    2,99.00%,YES,&nbsp,478,AD 31
ED    2,99.00%,NO,&nbsp,86,AD 31
ED    3,99.00%,YES,&nbsp,423,AD 31
ED    3,99.00%,NO,&nbsp,44,AD 31
ED    4,99.00%,YES,&nbsp,462,AD 31
ED    4,99.00%,NO,&nbsp,85,AD 31
ED    5,99.00%,YES,&nbsp,512,AD 31
ED    5,99.00%,NO,&nbsp,68,AD 31
ED    6,99.00%,YES,&nbsp,361,AD 31
ED    6,99.00%,NO,&nbsp,39,AD 31
ED    7,99.00%,YES,&nbsp,246,AD 31
ED    7,99.00%,NO,&nbsp,27,AD 31
ED    8,99.00%,YES,&nbsp,577,AD 31
ED    8,99.00%,NO,&nbsp,77,AD 31
ED    9,99.00%,YES,&nbsp,296,AD 31
ED    9,99.00%,NO,&nbsp,33,AD 31
ED   10,99.00%,YES,&nbsp,349,AD 31
ED   10,99.00%,NO,&nbsp,36,AD 31
ED   11,99.00%,YES,&nbsp,415,AD 31
